ID: 0, Descripción: Factura de equipo, Monto: 500
ID: 1, Descripción: Factura de equipo, Monto: 500
ID: 2, Descripción: Factura de equipo, Monto: 500
ID: 3, Descripción: Factura de equipo, Monto: 500
ID: 4, Descripción: Factura de equipo, Monto: 500
ID: 5, Descripción: Factura de equipo, Monto: 500
ID: 6, Descripción: Factura de equipo, Monto: 500
ID: 7, Descripción: Factura de equipo, Monto: 500
ID: 8, Descripción: Factura de equipo, Monto: 500
ID: 9, Descripción: Factura de equipo, Monto: 500
2.07e-05
ID: 0, Descripción: Factura de equipo, Monto: 500
ID: 1, Descripción: Factura de equipo, Monto: 500
ID: 2, Descripción: Factura de equipo, Monto: 500
ID: 3, Descripción: Factura de equipo, Monto: 500
ID: 4, Descripción: Factura de equipo, Monto: 500
ID: 5, Descripción: Factura de equipo, Monto: 500
ID: 6, Descripción: Factura de equipo, Monto: 500
ID: 7, Descripción: Factura de equipo, Monto: 500
ID: 8, Descripción: Factura de equipo, Monto: 500
ID: 9, Descripción: Factura de equipo, Monto: 500
1.96e-05
ID: 0, Descripción: Factura de equipo, Monto: 500
ID: 1, Descripción: Factura de equipo, Monto: 500
ID: 2, Descripción: Factura de equipo, Monto: 500
ID: 3, Descripción: Factura de equipo, Monto: 500
ID: 4, Descripción: Factura de equipo, Monto: 500
ID: 5, Descripción: Factura de equipo, Monto: 500
ID: 6, Descripción: Factura de equipo, Monto: 500
ID: 7, Descripción: Factura de equipo, Monto: 500
ID: 8, Descripción: Factura de equipo, Monto: 500
ID: 9, Descripción: Factura de equipo, Monto: 500
1.94e-05
ID: 0, Descripción: Factura de equipo, Monto: 500
ID: 1, Descripción: Factura de equipo, Monto: 500
ID: 2, Descripción: Factura de equipo, Monto: 500
ID: 3, Descripción: Factura de equipo, Monto: 500
ID: 4, Descripción: Factura de equipo, Monto: 500
ID: 5, Descripción: Factura de equipo, Monto: 500
ID: 6, Descripción: Factura de equipo, Monto: 500
ID: 7, Descripción: Factura de equipo, Monto: 500
ID: 8, Descripción: Factura de equipo, Monto: 500
ID: 9, Descripción: Factura de equipo, Monto: 500
1.95e-05
ID: 0, Descripción: Factura de equipo, Monto: 500
ID: 1, Descripción: Factura de equipo, Monto: 500
ID: 2, Descripción: Factura de equipo, Monto: 500
ID: 3, Descripción: Factura de equipo, Monto: 500
ID: 4, Descripción: Factura de equipo, Monto: 500
ID: 5, Descripción: Factura de equipo, Monto: 500
ID: 6, Descripción: Factura de equipo, Monto: 500
ID: 7, Descripción: Factura de equipo, Monto: 500
ID: 8, Descripción: Factura de equipo, Monto: 500
ID: 9, Descripción: Factura de equipo, Monto: 500
2.69e-05
ID: 0, Descripción: Factura de equipo, Monto: 500
ID: 1, Descripción: Factura de equipo, Monto: 500
ID: 2, Descripción: Factura de equipo, Monto: 500
ID: 3, Descripción: Factura de equipo, Monto: 500
ID: 4, Descripción: Factura de equipo, Monto: 500
ID: 5, Descripción: Factura de equipo, Monto: 500
ID: 6, Descripción: Factura de equipo, Monto: 500
ID: 7, Descripción: Factura de equipo, Monto: 500
ID: 8, Descripción: Factura de equipo, Monto: 500
ID: 9, Descripción: Factura de equipo, Monto: 500
4.33e-05
ID: 0, Descripción: Factura de equipo, Monto: 500
ID: 1, Descripción: Factura de equipo, Monto: 500
ID: 2, Descripción: Factura de equipo, Monto: 500
ID: 3, Descripción: Factura de equipo, Monto: 500
ID: 4, Descripción: Factura de equipo, Monto: 500
ID: 5, Descripción: Factura de equipo, Monto: 500
ID: 6, Descripción: Factura de equipo, Monto: 500
ID: 7, Descripción: Factura de equipo, Monto: 500
ID: 8, Descripción: Factura de equipo, Monto: 500
ID: 9, Descripción: Factura de equipo, Monto: 500
1.9e-05
ID: 0, Descripción: Factura de equipo, Monto: 500
ID: 1, Descripción: Factura de equipo, Monto: 500
ID: 2, Descripción: Factura de equipo, Monto: 500
ID: 3, Descripción: Factura de equipo, Monto: 500
ID: 4, Descripción: Factura de equipo, Monto: 500
ID: 5, Descripción: Factura de equipo, Monto: 500
ID: 6, Descripción: Factura de equipo, Monto: 500
ID: 7, Descripción: Factura de equipo, Monto: 500
ID: 8, Descripción: Factura de equipo, Monto: 500
ID: 9, Descripción: Factura de equipo, Monto: 500
1.95e-05
ID: 0, Descripción: Factura de equipo, Monto: 500
ID: 1, Descripción: Factura de equipo, Monto: 500
ID: 2, Descripción: Factura de equipo, Monto: 500
ID: 3, Descripción: Factura de equipo, Monto: 500
ID: 4, Descripción: Factura de equipo, Monto: 500
ID: 5, Descripción: Factura de equipo, Monto: 500
ID: 6, Descripción: Factura de equipo, Monto: 500
ID: 7, Descripción: Factura de equipo, Monto: 500
ID: 8, Descripción: Factura de equipo, Monto: 500
ID: 9, Descripción: Factura de equipo, Monto: 500
2.38e-05
ID: 0, Descripción: Factura de equipo, Monto: 500
ID: 1, Descripción: Factura de equipo, Monto: 500
ID: 2, Descripción: Factura de equipo, Monto: 500
ID: 3, Descripción: Factura de equipo, Monto: 500
ID: 4, Descripción: Factura de equipo, Monto: 500
ID: 5, Descripción: Factura de equipo, Monto: 500
ID: 6, Descripción: Factura de equipo, Monto: 500
ID: 7, Descripción: Factura de equipo, Monto: 500
ID: 8, Descripción: Factura de equipo, Monto: 500
ID: 9, Descripción: Factura de equipo, Monto: 500
1.97e-05
ID: 0, Descripción: Factura de equipo, Monto: 500
ID: 1, Descripción: Factura de equipo, Monto: 500
ID: 2, Descripción: Factura de equipo, Monto: 500
ID: 3, Descripción: Factura de equipo, Monto: 500
ID: 4, Descripción: Factura de equipo, Monto: 500
ID: 5, Descripción: Factura de equipo, Monto: 500
ID: 6, Descripción: Factura de equipo, Monto: 500
ID: 7, Descripción: Factura de equipo, Monto: 500
ID: 8, Descripción: Factura de equipo, Monto: 500
ID: 9, Descripción: Factura de equipo, Monto: 500
1.99e-05
ID: 0, Descripción: Factura de equipo, Monto: 500
ID: 1, Descripción: Factura de equipo, Monto: 500
ID: 2, Descripción: Factura de equipo, Monto: 500
ID: 3, Descripción: Factura de equipo, Monto: 500
ID: 4, Descripción: Factura de equipo, Monto: 500
ID: 5, Descripción: Factura de equipo, Monto: 500
ID: 6, Descripción: Factura de equipo, Monto: 500
ID: 7, Descripción: Factura de equipo, Monto: 500
ID: 8, Descripción: Factura de equipo, Monto: 500
ID: 9, Descripción: Factura de equipo, Monto: 500
2.43e-05
ID: 0, Descripción: Factura de equipo, Monto: 500
ID: 1, Descripción: Factura de equipo, Monto: 500
ID: 2, Descripción: Factura de equipo, Monto: 500
ID: 3, Descripción: Factura de equipo, Monto: 500
ID: 4, Descripción: Factura de equipo, Monto: 500
ID: 5, Descripción: Factura de equipo, Monto: 500
ID: 6, Descripción: Factura de equipo, Monto: 500
ID: 7, Descripción: Factura de equipo, Monto: 500
ID: 8, Descripción: Factura de equipo, Monto: 500
ID: 9, Descripción: Factura de equipo, Monto: 500
2.38e-05
